AMD,Hour1,12/9/2024 10:00:00 AM,ImmediateSwingLowStrategy AMD Exit position at 133.355 at 2024-12-09 10:00:00 because the price 133.355 is below the tema 136.38201644641373,ImmediateSwingLowStrategy,133.355,Short,Close
AAPL,Hour1,12/9/2024 10:00:00 AM,HmaEmaPriceStrategy: Price cross above HMA50 && EMA50,HmaEmaPriceStrategy,0,Long,Open
NVDA,Hour1,12/9/2024 10:00:00 AM,ImmediateSwingLowStrategy NVDA Exit position at 137.97 at 2024-12-09 10:00:00 because the price 137.97 is below the tema 142.02456312988912,ImmediateSwingLowStrategy,137.97,Short,Close
COIN,Hour1,12/9/2024 10:00:00 AM,ImmediateSwingLowStrategy COIN Exit position at 315.07 at 2024-12-09 10:00:00 because the price 315.07 is below the tema 342.55891747038606,ImmediateSwingLowStrategy,315.07,Short,Close
MARA,Hour1,12/9/2024 10:00:00 AM,ImmediateSwingLowStrategy MARA Exit position at 24.37 at 2024-12-09 10:00:00 because the price 24.37 is below the tema 27.16763705999004,ImmediateSwingLowStrategy,24.37,Short,Close
RIOT,Hour1,12/9/2024 10:00:00 AM,ImmediateSwingLowStrategy RIOT Exit position at 11.555 at 2024-12-09 10:00:00 because the price 11.555 is below the tema 13.098787644086515,ImmediateSwingLowStrategy,11.555,Short,Close
CVNA,Hour1,12/9/2024 10:00:00 AM,ImmediateSwingLowStrategy CVNA Exit position at 246.88 at 2024-12-09 10:00:00 because the price 246.88 is below the tema 263.75401607270817,ImmediateSwingLowStrategy,246.88,Short,Close
PLTR,Hour1,12/9/2024 10:00:00 AM,ImmediateSwingLowStrategy PLTR Exit position at 73.3428 at 2024-12-09 10:00:00 because the price 73.3428 is below the tema 74.09298859826544,ImmediateSwingLowStrategy,73.3428,Short,Close
TD,Hour1,12/9/2024 10:00:00 AM,ImmediateSwingLowStrategy TD Exit position at 53.26 at 2024-12-09 10:00:00 because the price 53.26 is below the tema 54.3491598579755,ImmediateSwingLowStrategy,53.26,Short,Close
GME,Hour1,12/9/2024 10:00:00 AM,ImmediateSwingLowStrategy GME Exit position at 28.82 at 2024-12-09 10:00:00 because the price 28.82 is below the tema 29.81980492311462,ImmediateSwingLowStrategy,28.82,Short,Close
CHWY,Hour1,12/9/2024 10:00:00 AM,ImmediateSwingLowStrategy CHWY Exit position at 31.195 at 2024-12-09 10:00:00 because the price 31.195 is below the tema 33.64140724671287,ImmediateSwingLowStrategy,31.195,Short,Close
META,Hour1,12/9/2024 11:00:00 AM,META Enter position at 608.0837 at 2024-12-09 11:00:00,ImmediateSwingLowStrategy,608.0837,Long,Open
AMD,Hour1,12/9/2024 11:00:00 AM,ImmediateSwingLowStrategy AMD Exit position at 133.145 at 2024-12-09 11:00:00 because the price 133.145 is below the tema 136.19778821655538,ImmediateSwingLowStrategy,133.145,Short,Close
AAPL,Hour1,12/9/2024 11:00:00 AM,HmaEmaPriceStrategy: Price cross above HMA50 && EMA50,HmaEmaPriceStrategy,0,Long,Open
TSLA,Hour1,12/9/2024 11:00:00 AM,Price 382.28 (2024-12-09T11:00:00) < 393.740325 (393.34 - 402.84),SwingPointsLiveTradingStrategy,0,Short,Open
NVDA,Hour1,12/9/2024 11:00:00 AM,ImmediateSwingLowStrategy NVDA Exit position at 138.2101 at 2024-12-09 11:00:00 because the price 138.2101 is below the tema 141.90553007898097,ImmediateSwingLowStrategy,138.2101,Short,Close
COIN,Hour1,12/9/2024 11:00:00 AM,ImmediateSwingLowStrategy COIN Exit position at 317.92 at 2024-12-09 11:00:00 because the price 317.92 is below the tema 342.5774128000031,ImmediateSwingLowStrategy,317.92,Short,Close
MARA,Hour1,12/9/2024 11:00:00 AM,ImmediateSwingLowStrategy MARA Exit position at 24.4373 at 2024-12-09 11:00:00 because the price 24.4373 is below the tema 27.144791043017058,ImmediateSwingLowStrategy,24.4373,Short,Close
RIOT,Hour1,12/9/2024 11:00:00 AM,ImmediateSwingLowStrategy RIOT Exit position at 11.6288 at 2024-12-09 11:00:00 because the price 11.6288 is below the tema 13.072034956665659,ImmediateSwingLowStrategy,11.6288,Short,Close
CVNA,Hour1,12/9/2024 11:00:00 AM,ImmediateSwingLowStrategy CVNA Exit position at 246.975 at 2024-12-09 11:00:00 because the price 246.975 is below the tema 263.46670899872845,ImmediateSwingLowStrategy,246.975,Short,Close
PLTR,Hour1,12/9/2024 11:00:00 AM,ImmediateSwingLowStrategy PLTR Exit position at 71.515 at 2024-12-09 11:00:00 because the price 71.515 is below the tema 74.16796153515858,ImmediateSwingLowStrategy,71.515,Short,Close
TD,Hour1,12/9/2024 11:00:00 AM,ImmediateSwingLowStrategy TD Exit position at 53.155 at 2024-12-09 11:00:00 because the price 53.155 is below the tema 54.29567411432101,ImmediateSwingLowStrategy,53.155,Short,Close
GME,Hour1,12/9/2024 11:00:00 AM,ImmediateSwingLowStrategy GME Exit position at 29.74 at 2024-12-09 11:00:00 because the price 29.74 is below the tema 29.854002235601026,ImmediateSwingLowStrategy,29.74,Short,Close
CHWY,Hour1,12/9/2024 11:00:00 AM,ImmediateSwingLowStrategy CHWY Exit position at 31.29 at 2024-12-09 11:00:00 because the price 31.29 is below the tema 33.58976166396794,ImmediateSwingLowStrategy,31.29,Short,Close
AAPL,Hour1,12/9/2024 12:00:00 PM,HmaEmaPriceStrategy: Price cross above HMA50 && EMA50,HmaEmaPriceStrategy,0,Long,Open
AMD,Hour1,12/9/2024 12:00:00 PM,ImmediateSwingLowStrategy AMD Exit position at 132.6099 at 2024-12-09 12:00:00 because the price 132.6099 is below the tema 136.00206281025416,ImmediateSwingLowStrategy,132.6099,Short,Close
GOOGL,Hour1,12/9/2024 12:00:00 PM,GOOGL Enter position at 176.0793 at 2024-12-09 12:00:00,ImmediateSwingLowStrategy,176.0793,Long,Open
NVDA,Hour1,12/9/2024 12:00:00 PM,ImmediateSwingLowStrategy NVDA Exit position at 139.64 at 2024-12-09 12:00:00 because the price 139.64 is below the tema 141.8383342424458,ImmediateSwingLowStrategy,139.64,Short,Close
COIN,Hour1,12/9/2024 12:00:00 PM,ImmediateSwingLowStrategy COIN Exit position at 316 at 2024-12-09 12:00:00 because the price 316 is below the tema 342.48795107532635,ImmediateSwingLowStrategy,316,Short,Close
MARA,Hour1,12/9/2024 12:00:00 PM,ImmediateSwingLowStrategy MARA Exit position at 24.26 at 2024-12-09 12:00:00 because the price 24.26 is below the tema 27.1124639415258,ImmediateSwingLowStrategy,24.26,Short,Close
RIOT,Hour1,12/9/2024 12:00:00 PM,ImmediateSwingLowStrategy RIOT Exit position at 11.6369 at 2024-12-09 12:00:00 because the price 11.6369 is below the tema 13.04407087203556,ImmediateSwingLowStrategy,11.6369,Short,Close
CVNA,Hour1,12/9/2024 12:00:00 PM,ImmediateSwingLowStrategy CVNA Exit position at 247.195 at 2024-12-09 12:00:00 because the price 247.195 is below the tema 263.2207762197151,ImmediateSwingLowStrategy,247.195,Short,Close
PLTR,Hour1,12/9/2024 12:00:00 PM,ImmediateSwingLowStrategy PLTR Exit position at 72.4272 at 2024-12-09 12:00:00 because the price 72.4272 is below the tema 74.29159018787391,ImmediateSwingLowStrategy,72.4272,Short,Close
TD,Hour1,12/9/2024 12:00:00 PM,ImmediateSwingLowStrategy TD Exit position at 52.99 at 2024-12-09 12:00:00 because the price 52.99 is below the tema 54.236074145312564,ImmediateSwingLowStrategy,52.99,Short,Close
GME,Hour1,12/9/2024 12:00:00 PM,ImmediateSwingLowStrategy GME Exit position at 29.35 at 2024-12-09 12:00:00 because the price 29.35 is below the tema 29.874376218213186,ImmediateSwingLowStrategy,29.35,Short,Close
